player_id,player_url,short_name,long_name,age,nationality_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_short_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,power_shot_power,power_stamina,power_strength,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,preferred_foot,weak_foot,skill_moves,work_rate,player_traits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,image_url,rarity,required_xp,price
153079,https://sofifa.com/player/153079/sergio-aguero/210002,S. Agüero,Sergio Leonel Agüero del Castillo,32,Argentina,ST,89,78,90,77,88,33,73,94,83,89,79,78,92,89,78,74,94,83,91,30,29,24,13,15,6,11,14,,Right,4,4,High/Medium,"Injury Prone, Leadership, Chip Shot (AI)",87+2,87+2,87+2,86,88,88,88,86,86+3,86+3,86+3,84+3,77+3,77+3,77+3,84+3,60+3,58+3,58+3,58+3,60+3,56+3,51+3,51+3,51+3,56+3,22+3,./game/sergio-aguero.png,Epic,450,18000
192366,https://sofifa.com/player/192366/nicolas-otamendi/190002,N. Otamendi,Nicolás Hernán Gonzalo Otamendi,30,Argentina,CB,86,60,57,63,59,86,80,54,75,70,59,61,79,69,67,80,51,53,84,85,87,86,12,5,8,11,12,,Right,3,2,High/High,"Injury Free, Dives Into Tackles (AI), Power Header",64+2,64+2,64+2,60,61,61,61,60,62+2,62+2,62+2,61+2,68+2,68+2,68+2,61+2,73+2,79+2,79+2,79+2,73+2,76+2,84+2,84+2,84+2,76+2,17+2,./game/nicolas-otamendi.png,Rare,300,11000
221982,https://sofifa.com/player/221982/patrick-roberts/210002,P. Roberts,Patrick Roberts,23,England,"RW, RM",73,77,66,69,79,27,40,67,73,77,79,75,63,65,56,33,71,75,76,37,18,19,12,7,8,7,12,,Left,3,4,Medium/Medium,"Finesse Shot, Technical Dribbler (AI)",66+2,66+2,66+2,73,72,72,72,73,73+2,73+2,73+2,72+2,65+2,65+2,65+2,72+2,51+2,48+2,48+2,48+2,51+2,47+2,36+2,36+2,36+2,47+2,15+2,./game/patrick-roberts.png,Basic,100,0
228813,https://sofifa.com/player/228813/aleix-garcia-serrano/200002,Aleix García,Aleix García Serrano,22,Spain,CM,74,67,67,74,75,59,57,67,79,77,69,66,70,72,67,52,64,73,72,57,63,57,16,8,9,10,7,,Right,3,3,Medium/Medium,"Long Passer (AI), Long Shot Taker (AI)",67+2,67+2,67+2,71,71,71,71,71,73+2,73+2,73+2,71+2,73+2,73+2,73+2,71+2,67+2,67+2,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,17+2,./game/aleix-garcia-serrano.png,Basic,100,1000
245037,https://sofifa.com/player/245037/eric-garcia-martret/210002,Eric García,Eric García Martret,19,Spain,CB,72,61,34,54,62,73,70,30,69,68,57,65,74,51,68,69,31,48,61,74,74,70,11,9,12,11,7,,Right,3,2,Medium/High,,52+2,52+2,52+2,53,53,53,53,53,55+2,55+2,55+2,56+2,60+2,60+2,60+2,56+2,65+2,69+2,69+2,69+2,65+2,67+2,72+2,72+2,72+2,67+2,17+2,./game/eric-garcia-martret.png,Basic,50,1000
222104,https://sofifa.com/player/222104/tosin-adarabioyo/210002,T. Adarabioyo,Oluwatosin Adarabioyo,22,England,"CB, RB",70,61,31,55,55,70,72,30,73,66,52,68,68,36,68,79,28,44,76,69,70,69,14,11,11,8,9,,Right,3,2,Medium/Medium,Long Passer (AI),49+2,49+2,49+2,50,50,50,50,50,53+2,53+2,53+2,54+2,60+2,60+2,60+2,54+2,64+2,69+2,69+2,69+2,64+2,66+2,70+2,70+2,70+2,66+2,17+2,./game/tosin-adarabioyo.png,Basic,50,0
234679,https://sofifa.com/player/234679/philippe-sandler/210002,P. Sandler,Philippe Sandler,23,Netherlands,CB,69,64,39,62,69,70,68,23,73,70,64,64,62,63,61,73,40,66,73,69,74,68,12,13,15,13,11,,Right,3,2,High/Medium,"Long Throw-in, Injury Prone, Long Passer (AI)",55+2,55+2,55+2,57,59,59,59,57,62+2,62+2,62+2,59+2,66+2,66+2,66+2,59+2,63+2,69+2,69+2,69+2,63+2,64+2,69+2,69+2,69+2,64+2,18+2,./game/philippe-sandler.png,Basic,50,0
233050,https://sofifa.com/player/233050/matt-smith/210002,M. Smith,Matthew Robert Smith,20,Wales,CM,66,74,53,64,69,57,71,55,69,70,72,75,67,54,78,69,64,65,67,59,58,57,13,6,11,12,11,,Right,2,3,High/High,Dives Into Tackles (AI),60+2,60+2,60+2,66,65,65,65,66,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,66+2,65+2,65+2,65+2,66+2,64+2,61+2,61+2,61+2,64+2,17+2,./game/matt-smith.png,Basic,50,0
245035,https://sofifa.com/player/245035/claudio-gomes/200002,C. Gomes,Claudio Gomes,18,France,"CDM, CM",66,67,56,61,63,65,62,56,68,62,68,66,65,63,58,61,43,61,60,65,68,66,10,5,12,12,7,,Right,3,2,Low/High,,59+2,59+2,59+2,60,60,60,60,60,61+2,61+2,61+2,60+2,62+2,62+2,62+2,60+2,63+2,65+2,65+2,65+2,63+2,63+2,65+2,65+2,65+2,63+2,15+2,./game/claudio-gomes.png,Basic,100,1000
233047,https://sofifa.com/player/233047/joel-latibeaudiere/210002,J. Latibeaudiere,Joël Latibeaudiere,20,England,"RB, CB",64,68,37,51,57,63,69,35,57,58,69,68,59,58,67,73,38,45,59,63,65,64,12,7,7,11,6,,Right,3,2,Medium/Medium,,52+2,52+2,52+2,52,51,51,51,52,51+2,51+2,51+2,54+2,53+2,53+2,53+2,54+2,60+2,59+2,59+2,59+2,60+2,62+2,64+2,64+2,64+2,62+2,14+2,./game/joel-latibeaudiere.png,Basic,50,2000
252793,https://sofifa.com/player/252793/taylor-harwood-bellis/210002,T. Harwood-Bellis,Taylor Jay Harwood-Bellis,18,England,CB,61,63,35,49,53,62,61,29,55,58,61,64,57,54,65,59,36,49,57,61,63,62,9,5,10,13,14,,Right,3,2,High/Medium,Long Throw-in,48+2,48+2,48+2,48,49,49,49,48,49+2,49+2,49+2,51+2,53+2,53+2,53+2,51+2,58+2,58+2,58+2,58+2,58+2,59+2,61+2,61+2,61+2,59+2,15+2,./game/taylor-harwood-bellis.png,Basic,50,1000
252794,https://sofifa.com/player/252794/adrian-bernabe-garcia/210002,Adrián Bernabé,Adrián Bernabé García,19,Spain,CAM,61,73,55,56,69,38,48,53,56,69,75,71,54,67,51,48,49,60,66,39,38,36,8,12,9,10,9,,Left,3,3,Medium/Medium,,57+2,57+2,57+2,61,60,60,60,61,61+2,61+2,61+2,61+2,56+2,56+2,56+2,61+2,51+2,48+2,48+2,48+2,51+2,49+2,43+2,43+2,43+2,49+2,15+2,./game/adrian-bernabe-garcia.png,Basic,50,1000
254120,https://sofifa.com/player/254120/tommy-doyle/210002,T. Doyle,Thomas Glyn Doyle,18,England,CM,60,58,47,62,63,51,60,41,69,63,58,58,62,63,63,62,40,64,56,49,56,48,11,10,10,9,14,,Right,4,2,Medium/Medium,,53+2,53+2,53+2,57,56,56,56,57,59+2,59+2,59+2,58+2,60+2,60+2,60+2,58+2,56+2,58+2,58+2,58+2,56+2,55+2,54+2,54+2,54+2,55+2,17+2,./game/tommy-doyle.png,Basic,50,0
168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/190002,David Silva,David Josué Jiménez Silva,32,Spain,"CAM, CM",89,66,74,87,90,50,60,73,92,93,69,64,87,71,78,52,88,92,92,57,50,29,6,15,7,6,12,,Left,2,4,High/Medium,"Avoids Using Weaker Foot, Finesse Shot, Flair, Playmaker (AI), Takes Finesse Free Kicks",77+3,77+3,77+3,84,84,84,84,84,87+2,87+2,87+2,84+3,84+3,84+3,84+3,84+3,68+3,69+3,69+3,69+3,68+3,64+3,56+3,56+3,56+3,64+3,18+3,./game/david-josue-jimenez-silva.png,Epic,400,17000
222492,https://sofifa.com/player/222492/leroy-sane/200002,L. Sané,Leroy Aziz Sané,23,Germany,LW,86,95,81,79,86,38,70,81,80,85,93,96,81,87,78,70,84,82,80,36,32,35,8,12,9,9,14,,Left,3,4,High/Medium,"Power Free-Kick, Flair, Speed Dribbler (AI)",83+3,83+3,83+3,85+1,84+1,84+1,84+1,85+1,83+3,83+3,83+3,84+3,75+3,75+3,75+3,84+3,65+3,59+3,59+3,59+3,65+3,61+3,52+3,52+3,52+3,61+3,18+3,./game/leroy-sane.png,Rare,350,11000
220651,https://sofifa.com/player/220651/jose-angel-esmoris-tasende/200002,Angeliño,José Ángel Esmoris Tasende,22,Spain,LB,79,85,64,79,81,72,78,57,77,80,87,84,79,80,87,74,75,78,67,71,74,73,13,6,13,13,13,,Left,3,4,High/Medium,"Early Crosser, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",72+2,72+2,72+2,78,76,76,76,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,79+2,77+2,77+2,77+2,79+2,78+2,73+2,73+2,73+2,78+2,19+2,./game/jose-angel-esmoris-tasende.png,Common,150,4000
174543,https://sofifa.com/player/174543/claudio-bravo/170002,C. Bravo,Claudio Andrés Bravo Muñoz,33,Chile,GK,85,,,,,,,13,32,15,58,54,80,22,44,70,15,71,60,11,18,19,83,85,87,78,85,56,Right,3,1,Medium/Medium,Puncher,28+2,28+2,28+2,31+1,31+1,31+1,31+1,31+1,35+2,35+2,35+2,32+2,35+2,35+2,35+2,32+2,30+2,32+2,32+2,32+2,30+2,30+2,31+2,31+2,31+2,30+2,83+2,./game/claudio-bravo.png,Rare,300,12000
246863,https://sofifa.com/player/246863/felix-nmecha/200002,F. Nmecha,Felix Kalu Nmecha,18,England,"CAM, CM",62,75,54,61,62,45,55,49,63,59,73,77,57,62,53,58,57,66,65,47,44,39,6,10,12,13,8,,Right,3,4,High/Medium,"Playmaker (AI), Technical Dribbler (AI)",58+2,58+2,58+2,61,60,60,60,61,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,54+2,52+2,52+2,52+2,54+2,52+2,50+2,50+2,50+2,52+2,15+2,./game/felix-nmecha.png,Basic,50,2000
243239,https://sofifa.com/player/243239/lorenzo-gonzalez/200002,L. González,Lorenzo José González Montesdeoca,19,Switzerland,ST,61,82,60,53,61,29,62,62,54,56,87,77,54,66,61,64,56,50,52,22,25,19,6,6,15,10,11,,Right,3,3,Medium/Medium,,60+2,60+2,60+2,61,59,59,59,61,58+2,58+2,58+2,60+2,52+2,52+2,52+2,60+2,48+2,44+2,44+2,44+2,48+2,46+2,41+2,41+2,41+2,46+2,14+2,./game/lorenzo-gonzalez.png,Basic,100,1000
241632,https://sofifa.com/player/241632/benjamin-garre/200002,B. Garré,Benjamín Antonio Garré,18,Argentina,LW,60,73,55,53,66,32,46,58,51,61,75,71,50,59,60,44,55,53,48,29,33,29,10,8,8,8,12,,Left,3,4,Medium/Medium,"Flair, Outside Foot Shot, Technical Dribbler (AI)",57+2,57+2,57+2,60,58,58,58,60,57+2,57+2,57+2,59+2,51+2,51+2,51+2,59+2,48+2,42+2,42+2,42+2,48+2,46+2,38+2,38+2,38+2,46+2,14+2,./game/benjamin-garre.png,Basic,100,2000
243585,https://sofifa.com/player/243585/gavin-bazunu/200002,G. Bazunu,Gavin Okeroghene Bazunu,17,Republic of Ireland,GK,59,,,,,,,5,15,16,29,25,44,42,16,50,8,42,38,16,12,11,60,59,56,59,60,27,Right,2,1,Medium/Medium,,19+2,19+2,19+2,18,19,19,19,18,21+2,21+2,21+2,18+2,20+2,20+2,20+2,18+2,17+2,19+2,19+2,19+2,17+2,17+2,20+2,20+2,20+2,17+2,58+2,./game/gavin-bazunu.png,Basic,100,0
240473,https://sofifa.com/player/240473/tyreke-wilson/200002,T. Wilson,Tyreke Wilson,19,Republic of Ireland,LB,56,66,32,45,55,52,49,28,50,50,67,66,50,36,62,41,45,42,41,53,55,57,7,7,13,15,6,,Left,2,2,Medium/Medium,,44+2,44+2,44+2,50,47,47,47,50,48+2,48+2,48+2,51+2,46+2,46+2,46+2,51+2,55+2,49+2,49+2,49+2,55+2,55+2,51+2,51+2,51+2,55+2,14+2,./game/tyreke-wilson.png,Basic,50,0
224947,https://sofifa.com/player/224947/daniel-grimshaw/200002,D. Grimshaw,Daniel James Grimshaw,21,England,GK,55,,,,,,,12,31,26,44,47,53,42,42,42,15,16,37,11,21,17,56,54,56,51,57,46,Right,2,1,Medium/Medium,,27+2,27+2,27+2,26,27,27,27,26,27+2,27+2,27+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,28+2,28+2,27+2,25+2,25+2,25+2,27+2,54+2,./game/daniel-grimshaw.png,Basic,50,1000
139720,https://sofifa.com/player/139720/vincent-kompany/170002,V. Kompany,Vincent Jean Mpoy Kompany,30,Belgium,CB,86,69,54,62,65,86,81,45,65,68,68,69,84,76,68,88,41,59,85,86,90,87,10,9,5,8,6,,Right,3,2,Medium/Medium,"Injury Prone, Dives Into Tackles (AI), Leadership",64+3,64+3,64+3,62+2,62+2,62+2,62+2,62+2,62+3,62+3,62+3,63+3,66+3,66+3,66+3,63+3,74+3,76+3,76+3,76+3,74+3,77+3,83+3,83+3,83+3,77+3,16+3,./game/vincent-kompany.png,Rare,300,11000
183427,https://sofifa.com/player/183427/fabian-delph/190002,F. Delph,Fabian Delph,28,England,"LB, CM",80,73,70,76,80,77,74,64,82,82,75,72,81,82,87,65,72,73,76,77,81,79,10,9,14,11,6,,Left,3,3,High/High,"Injury Prone, Long Shot Taker (AI)",73+1,73+1,73+1,76,76,76,76,76,77+1,77+1,77+1,77+1,79+1,79+1,79+1,77+1,79+1,80,80,80,79+1,79+1,76+1,76+1,76+1,79+1,17+1,./game/fabian-delph.png,Uncommon,250,7000
199304,https://sofifa.com/player/199304/danilo-luiz-da-silva/190002,Danilo,Danilo Luiz da Silva,26,Brazil,"RB, LB",79,75,70,73,74,77,77,61,77,79,73,76,79,85,82,76,75,64,69,78,77,78,14,5,15,14,5,,Right,4,3,High/Medium,"Long Shot Taker (AI), Speed Dribbler (AI)",73+1,73+1,73+1,73,74,74,74,73,73+1,73+1,73+1,74+1,74+1,74+1,74+1,74+1,78+1,77+1,77+1,77+1,78+1,78+1,77+1,77+1,77+1,78+1,17+1,./game/danilo-luiz-da-silva.png,Common,150,2000
190531,https://sofifa.com/player/190531/eliaquim-mangala/160002,E. Mangala,Eliaquim Mangala,24,France,CB,80,77,41,56,61,79,85,27,61,66,70,83,76,72,77,86,39,47,,79,79,84,10,13,6,10,14,,Left,4,2,Medium/High,"Dives Into Tackles (AI), Power Header",58,58,58,57,56,56,56,57,56,56,56,60,60,60,60,60,72,72,72,72,72,75,80,80,80,75,19,./game/eliaquim-mangala.png,Uncommon,200,6000
220182,https://sofifa.com/player/220182/jason-denayer/190002,J. Denayer,Jason Grégory Marianne Denayer,23,Belgium,"CB, CDM, RB",74,69,42,60,67,75,69,42,71,69,68,70,64,51,65,72,36,49,71,73,77,75,7,10,15,15,15,,Right,3,2,Medium/High,,57+1,57+1,57+1,60,57,57,57,60,59+1,59+1,59+1,62+1,61+1,61+1,61+1,62+1,70+1,69+1,69+1,69+1,70+1,71+1,73+1,73+1,73+1,71+1,18+1,./game/jason-denayer.png,Basic,100,1000
236499,https://sofifa.com/player/236499/douglas-luiz-soares-de-paulo/190002,Douglas Luiz,Douglas Luiz Soares de Paulo,20,Brazil,"CM, CDM",73,65,67,71,72,69,67,64,73,73,65,65,80,76,71,62,52,72,70,65,75,68,12,6,13,10,7,,Right,2,3,Medium/Medium,"Finesse Shot, Long Shot Taker (AI)",67+1,67+1,67+1,69,69,69,69,69,70+1,70+1,70+1,69+1,72+1,72+1,72+1,69+1,70+1,72+1,72+1,72+1,70+1,70+1,69+1,69+1,69+1,70+1,17+1,./game/douglas-luiz-soares-de-paulo.png,Basic,100,1000
231410,https://sofifa.com/player/231410/brahim-diaz/190002,Brahim,Brahim Abdelkader Díaz,18,Spain,"LW, RW, CAM",69,74,65,61,76,29,45,66,71,74,78,71,61,70,58,38,65,63,62,43,23,21,13,9,13,10,6,,Right,4,3,High/Medium,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",63+1,63+1,63+1,69,68,68,68,69,69+1,69+1,69+1,67+1,61+1,61+1,61+1,67+1,50+1,47+1,47+1,47+1,50+1,46+1,37+1,37+1,37+1,46+1,15+1,./game/brahim-diaz.png,Basic,100,0
229495,https://sofifa.com/player/229495/chidiebere-nwakali/190002,C. Nwakali,Chidiebere Chijioke Nwakali,21,Nigeria,"CM, ST",64,75,60,60,65,61,69,57,63,63,77,73,64,69,76,67,59,63,59,59,65,64,7,14,9,14,12,,Right,3,3,High/High,"Long Shot Taker (AI), Backs Into Player",62+1,62+1,62+1,63,63,63,63,63,63+1,63+1,63+1,64+1,63+1,63+1,63+1,64+1,64+1,64+1,64+1,64+1,64+1,64+1,63+1,63+1,63+1,64+1,17+1,./game/chidiebere-nwakali.png,Basic,50,0
223963,https://sofifa.com/player/223963/cameron-humphreys-grant/190002,C. Humphreys-Grant,Cameron Lisceous Humphreys-Grant,19,England,CB,62,66,32,48,50,60,67,24,55,50,65,66,56,44,65,71,50,39,46,61,65,58,7,14,16,12,6,,Right,2,2,Medium/Medium,,48+1,48+1,48+1,48,47,47,47,48,48+1,48+1,48+1,51+1,50+1,50+1,50+1,51+1,57+1,57+1,57+1,57+1,57+1,58+1,61+1,61+1,61+1,58+1,15+1,./game/cameron-humphreys-grant.png,Basic,100,1000
20289,https://sofifa.com/player/20289/yaya-toure/150002,Y. Touré,Gnégnéri Yaya Touré,31,Côte d'Ivoire,"CM, CDM",86,76,82,81,79,80,90,82,86,83,73,78,85,86,93,92,81,85,,74,83,81,13,14,6,12,8,,Right,4,3,Medium/Medium,"Injury Free, Leadership, Long Shot Taker (AI), Playmaker (AI)",82+2,82+2,82+2,79+2,83+2,83+2,83+2,79+2,83+2,83+2,83+2,80+2,84+2,84+2,84+2,80+2,81+2,84+2,84+2,84+2,81+2,81+2,82+2,82+2,82+2,81+2,16+2,./game/yaya-toure.png,Rare,350,14000
211593,https://sofifa.com/player/211593/shay-facey/180002,S. Facey,Shay Facey,22,England,"CB, RB",64,70,28,50,59,63,64,28,62,59,67,72,64,26,63,61,48,42,57,62,64,63,8,10,9,13,11,,Right,2,2,Medium/Medium,,48+1,48+1,48+1,53,51,51,51,53,53+1,53+1,53+1,55+1,54+1,54+1,54+1,55+1,61+1,61+1,61+1,61+1,61+1,62+1,63+1,63+1,63+1,62+1,16+1,./game/shay-facey.png,Basic,50,0
216321,https://sofifa.com/player/216321/sinan-bytyqi/180002,S. Bytyqi,Sinan Bytyqi,22,Kosovo,"CAM, RW, LW",64,65,57,61,67,37,60,56,66,67,64,66,60,63,53,64,54,63,60,33,44,38,9,13,13,15,13,,Right,3,3,High/High,Takes Finesse Free Kicks,60+1,60+1,60+1,62,62,62,62,62,63+1,63+1,63+1,62+1,59+1,59+1,59+1,62+1,51+1,51+1,51+1,51+1,51+1,49+1,47+1,47+1,47+1,49+1,18+1,./game/sinan-bytyqi.png,Basic,50,0
233164,https://sofifa.com/player/233164/arijanet-muric/180002,A. Murić,Arijanet Anan Murić,18,Switzerland,GK,63,,,,,,,12,32,22,44,46,59,21,29,68,11,40,33,10,12,13,63,61,60,62,65,45,Right,2,1,Medium/Medium,,25+1,25+1,25+1,26,26,26,26,26,29+1,29+1,29+1,28+1,29+1,29+1,29+1,28+1,25+1,27+1,27+1,27+1,25+1,24+1,25+1,25+1,25+1,24+1,62+1,./game/arijanet-muric.png,Basic,50,1000
229670,https://sofifa.com/player/229670/david-faupala/180002,D. Faupala,David Faupala,20,France,ST,62,70,64,47,59,22,54,66,54,55,70,70,60,70,51,62,52,56,52,19,15,17,10,13,14,9,13,,Right,3,2,Medium/Medium,,61+1,61+1,61+1,58,59,59,59,58,57+1,57+1,57+1,55+1,49+1,49+1,49+1,55+1,40+1,37+1,37+1,37+1,40+1,38+1,36+1,36+1,36+1,38+1,17+1,./game/david-faupala.png,Basic,50,1000
229718,https://sofifa.com/player/229718/will-patching/170002,W. Patching,William Luke Patching,17,England,CM,60,69,52,62,63,40,44,47,67,65,70,69,53,68,55,38,42,62,53,37,40,39,6,7,12,5,10,,Right,3,3,High/Medium,Takes Finesse Free Kicks,54+1,54+1,54+1,59,58,58,58,59,60+1,60+1,60+1,59+1,59+1,59+1,59+1,59+1,52+1,52+1,52+1,52+1,52+1,50+1,44+1,44+1,44+1,50+1,12+1,./game/will-patching.png,Basic,100,2000
224951,https://sofifa.com/player/224951/marcus-wood/180002,M. Wood,Marcus Wood,19,England,LB,56,61,45,49,53,55,68,47,57,53,63,59,51,51,69,69,28,49,46,55,56,53,8,8,15,14,8,,Right,3,2,Medium/High,,49+1,49+1,49+1,49,49,49,49,49,50+1,50+1,50+1,51+1,52+1,52+1,52+1,51+1,55+1,56+1,56+1,56+1,55+1,55+1,57+1,57+1,57+1,55+1,14+1,./game/marcus-wood.png,Basic,100,1000
231032,https://sofifa.com/player/231032/erik-sarmiento-martinez/180002,Erik Sarmiento,Erik Sarmiento Martínez,18,Spain,"LB, CM",53,70,39,51,55,46,54,33,54,55,72,68,44,51,59,52,56,48,44,44,47,52,14,15,13,12,10,,Left,3,2,High/Medium,,50+1,50+1,50+1,53,52,52,52,53,52+1,52+1,52+1,54+1,51+1,51+1,51+1,54+1,53+1,49+1,49+1,49+1,53+1,52+1,49+1,49+1,49+1,52+1,16+1,./game/erik-sarmiento-martinez.png,Basic,50,2000
199561,https://sofifa.com/player/199561/manuel-agudo-duran/170002,Nolito,Manuel Agudo Durán,29,Spain,LW,83,77,79,79,84,39,67,82,80,83,79,76,84,74,74,62,82,81,82,30,39,25,10,15,12,8,8,,Right,3,4,High/Low,"Selfish, Finesse Shot, Technical Dribbler (AI)",76+2,76+2,76+2,82+1,81+1,81+1,81+1,82+1,81+2,81+2,81+2,81+2,76+2,76+2,76+2,81+2,65+2,63+2,63+2,63+2,65+2,60+2,52+2,52+2,52+2,60+2,18+2,./game/manuel-agudo-duran.png,Uncommon,250,6000
142784,https://sofifa.com/player/142784/pablo-zabaleta/170002,P. Zabaleta,Pablo Javier Zabaleta Girod,31,Argentina,RB,82,68,56,70,74,85,83,49,72,76,67,68,86,66,85,79,71,66,70,86,85,84,10,14,15,7,5,,Right,3,3,High/High,"Dives Into Tackles (AI), Team Player",68+2,68+2,68+2,70+1,70+1,70+1,70+1,70+1,70+2,70+2,70+2,72+2,73+2,73+2,73+2,72+2,80+2,80+2,80+2,80+2,80+2,80+2,83-1,83-1,83-1,80+2,18+2,./game/pablo-zabaleta.png,Uncommon,250,5000
163419,https://sofifa.com/player/163419/bacary-sagna/170002,B. Sagna,Bacary Sagna,33,France,RB,82,75,53,66,74,83,80,40,66,75,75,75,80,69,84,79,66,59,84,84,84,84,11,9,7,9,9,,Right,4,3,High/Medium,Early Crosser,67+2,67+2,67+2,69+1,67+1,67+1,67+1,69+1,67+2,67+2,67+2,71+2,70+2,70+2,70+2,71+2,79+2,76+2,76+2,76+2,79+2,80+2,80+2,80+2,80+2,80+2,17+2,./game/bacary-sagna.png,Uncommon,250,8000
146536,https://sofifa.com/player/146536/jesus-navas-gonzalez/150002,Jesús Navas,Jesús Navas González,28,Spain,RM,83,91,71,78,84,29,53,67,80,83,92,90,82,78,79,34,78,79,,27,20,26,10,10,15,7,13,,Right,3,4,Medium/Medium,Speed Dribbler (AI),74+1,74+1,74+1,83,78+1,78+1,78+1,83,80+1,80+1,80+1,82+1,72+1,72+1,72+1,82+1,60+1,59+1,59+1,59+1,60+1,53+1,43+1,43+1,43+1,53+1,15+1,./game/jesus-navas-gonzalez.png,Uncommon,200,7000
152554,https://sofifa.com/player/152554/gael-clichy/170002,G. Clichy,Gaël Dimitri Clichy,30,France,LB,80,83,43,65,73,79,68,34,64,76,80,85,72,52,82,66,66,59,73,80,81,85,10,11,9,11,6,,Left,4,2,Medium/Medium,,62+2,62+2,62+2,68+1,65+1,65+1,65+1,68+1,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,78+2,73+2,73+2,73+2,78+2,78+2,75+2,75+2,75+2,78+2,16+2,./game/gael-clichy.png,Uncommon,200,9000
184134,https://sofifa.com/player/184134/fernando-reges/170002,Fernando,Fernando Francisco Reges,28,Brazil,"CDM, CM",79,67,61,68,67,79,83,54,75,72,66,68,79,76,84,81,59,62,76,78,80,82,1,1,1,1,1,,Right,2,2,Medium/High,Dives Into Tackles (AI),67+1,67+1,67+1,66,67,67,67,66,67+1,67+1,67+1,67+1,72+1,72+1,72+1,67+1,75+1,78+1,78+1,78+1,75+1,76+1,79,79,79,76+1,10+1,./game/fernando-reges.png,Common,100,4000
185103,https://sofifa.com/player/185103/aleksandar-kolarov/170002,A. Kolarov,Aleksandar Kolarov,30,Serbia,LB,79,67,69,78,74,79,79,55,70,74,69,66,79,91,77,78,69,76,85,75,83,82,16,15,8,16,6,,Left,3,2,High/Medium,"Dives Into Tackles (AI), Early Crosser, Long Shot Taker (AI)",72+1,72+1,72+1,73,73,73,73,73,72+1,72+1,72+1,74+1,75+1,75+1,75+1,74+1,78+1,77+1,77+1,77+1,78+1,78+1,78+1,78+1,78+1,78+1,20+1,./game/aleksandar-kolarov.png,Common,100,2000
139062,https://sofifa.com/player/139062/willy-caballero/150002,W. Caballero,Wilfredo Daniel Caballero,32,Argentina,GK,79,,,,,,,25,32,29,52,54,74,22,44,76,25,25,,25,25,25,79,71,68,84,86,53,Right,3,1,Medium/Medium,,34,34,34,34,33,33,33,34,33,33,33,36,34,34,34,36,33,38,38,38,33,33,36,36,36,33,79,./game/willy-caballero.png,Common,150,2000
225719,https://sofifa.com/player/225719/kelechi-iheanacho/170002,K. Iheanacho,Kelechi Promise Iheanacho,19,Nigeria,ST,74,87,73,61,74,22,67,77,67,74,89,85,70,74,65,74,75,65,73,15,22,12,8,7,7,11,15,,Left,3,3,High/Medium,"Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot, Flair",73+1,73+1,73+1,72,73,73,73,72,72+1,72+1,72+1,70+1,63+1,63+1,63+1,70+1,48+1,47+1,47+1,47+1,48+1,45+1,40+1,40+1,40+1,45+1,17+1,./game/kelechi-iheanacho.png,Basic,50,1000
221350,https://sofifa.com/player/221350/thierry-ambrose/170002,T. Ambrose,Thierry Ambrose,19,France,"ST, RW",66,86,63,49,68,25,54,68,53,67,87,86,55,67,58,57,66,61,54,20,21,29,9,11,16,11,7,,Right,2,2,High/Low,,65+1,65+1,65+1,65,65,65,65,65,63+1,63+1,63+1,62+1,53+1,53+1,53+1,62+1,46+1,40+1,40+1,40+1,46+1,45+1,38+1,38+1,38+1,45+1,15+1,./game/thierry-ambrose.png,Basic,50,1000
221342,https://sofifa.com/player/221342/pablo-maffeo-becerra/170002,Pablo Maffeo,Pablo Carmine Maffeo Becerra,18,Spain,"RB, CB",65,74,27,54,58,64,57,28,59,62,75,73,59,24,65,56,44,48,31,67,64,68,10,7,14,12,15,,Right,3,2,Medium/Medium,,47+1,47+1,47+1,54,51,51,51,54,52+1,52+1,52+1,57+1,54+1,54+1,54+1,57+1,64+1,59+1,59+1,59+1,64+1,64+1,61+1,61+1,61+1,64+1,16+1,./game/pablo-maffeo-becerra.png,Basic,50,1000
